CustomerID	Cluster
5692	3
4843	1
6383	3
1628	2
1204	2
3673	0
760	0
8957	0
4128	0
6810	1
5386	2
8700	3
3202	0
1328	0
8405	2
6515	3
2882	2
7574	3
6387	0
5320	0
5048	0
8146	0
10031	3
5748	0
2134	0
1523	0
9665	0
4640	2
3635	0
3547	0
2456	3
5633	0
7801	0
10489	2
7011	3
2620	3
3933	0
10981	2
1734	3
10995	3
6357	0
9209	2
10286	2
2611	2
1600	0
3308	3
5407	0
2166	0
3955	3
6634	3
3056	2
5718	2
6872	0
8164	2
4580	2
9305	1
453	3
8545	1
9850	3
7378	0
7646	2
1640	0
5184	0
8492	2
11188	3
1212	0
9097	0
10473	2
7962	1
9984	0
5527	3
6374	3
7453	3
8952	0
241	2
8975	3
6119	3
5236	2
5723	0
1710	3
1970	3
5313	3
10634	0
7010	2
8562	0
3158	3
4436	3
5287	3
2445	3
6059	0
4550	3
4240	3
8911	0
3706	3
3628	3
10175	3
8985	2
5204	2
9220	1
9888	2
5263	3
1020	2
9503	3
10613	3
67	0
6019	3
5863	0
3717	0
6730	3
10749	3
4998	2
6287	3
5985	3
4754	3
4002	2
8870	3
966	0
4767	2
9725	3
4475	2
5740	3
5731	3
7290	1
3846	0
8104	0
4507	1
11013	2
4491	0
3759	0
1162	0
2055	3
10766	0
4415	3
3005	1
2223	2
4817	3
2875	2
10536	3
11112	2
3807	0
9197	3
10832	0
6421	2
4207	2
577	3
10855	0
3081	0
3535	1
247	3
8707	2
9523	3
6072	1
6295	0
10914	3
1509	2
5577	0
7348	1
1127	2
1833	0
4944	2
9080	3
6466	0
9964	2
4790	2
10245	1
1109	3
6001	0
5538	1
10552	0
1545	3
7409	0
4444	3
146	1
6271	0
10065	3
4741	0
246	0
375	1
1524	1
10022	0
7451	1
11010	3
4356	2
3885	3
1175	3
880	3
2320	0
850	2
4713	3
675	0
5025	0
2308	0
5995	3
6749	2
1010	0
8977	3
4756	1
3412	2
606	3
5961	0
2975	2
2894	1
7613	0
10542	3
8015	1
10617	3
11166	0
849	0
523	3
4066	3
8414	3
819	1
4961	3
749	0
5430	0
7755	0
10525	3
1453	2
8310	2
10710	3
5031	2
2613	0
213	3
967	0
1077	0
7959	2
640	0
4252	0
8432	0
6218	0
6905	2
5922	3
3598	0
6116	0
6263	3
10486	2
2410	1
193	3
3363	3
8278	2
10660	0
8686	3
1604	0
5907	3
10669	0
2918	3
5735	1
359	0
8387	0
1829	0
3839	3
9392	3
2292	3
10466	0
9855	2
4088	3
5231	0
590	1
8732	2
2315	0
3515	2
2245	0
6283	2
2246	0
6606	2
5545	2
7342	0
837	0
9500	0
3602	0
234	3
2995	2
1118	0
7789	2
3068	3
8955	3
945	3
5644	0
7192	0
2324	2
697	2
3439	0
1506	0
232	2
8876	3
4500	2
9739	3
10395	3
1176	3
1627	1
938	3
2740	3
257	2
4058	1
7736	3
8210	0
833	3
6230	0
7325	3
1307	0
1502	3
6211	3
843	0
4174	0
9757	2
6918	3
286	0
11086	3
1921	0
4138	2
7718	2
1291	3
6862	3
4136	3
803	3
4298	3
10833	0
9606	2
8534	0
5153	2
961	2
5011	2
6653	0
9094	0
810	2
5493	3
2147	2
5107	3
3979	1
6049	2
8147	3
1857	0
3910	1
5207	0
11114	3
5429	0
9400	1
1740	0
7488	2
195	3
635	0
7527	3
10319	0
2296	3
10637	3
2931	1
907	0
3698	2
9516	2
679	3
7384	0
5043	3
5267	3
339	0
2516	0
9010	2
378	0
4808	3
5068	3
7628	0
7128	0
2811	0
3551	0
1663	3
5543	0
1577	2
10641	3
5336	2
6024	2
1878	3
3099	0
6055	2
5841	0
3972	0
4394	2
5758	2
6658	0
4603	0
8427	1
10260	0
7143	2
8789	0
6197	3
4554	0
4937	0
1920	3
8749	3
1650	2
10377	0
9206	2
10971	3
6398	3
9212	2
7937	3
839	0
4246	3
158	2
4832	3
5621	0
1945	2
5147	1
2535	2
11039	0
9495	2
9635	3
2173	0
942	0
9386	0
5510	0
873	0
2253	3
5181	3
979	3
10390	3
4698	0
7793	0
1745	1
10590	2
5080	1
8369	3
5232	2
2407	2
3834	2
7912	3
7712	1
1065	1
7275	3
1343	0
1384	3
9967	0
6181	0
10507	0
2674	2
2698	0
3231	3
4096	0
10476	2
5948	0
9140	0
10258	3
5675	0
4743	0
8805	0
1542	0
6770	3
8773	0
10475	0
10420	0
7514	0
2902	0
4345	0
793	3
10909	2
3769	0
8702	3
4791	0
2963	2
8216	0
8140	3
10146	3
5289	0
2587	3
4405	0
8663	3
2589	3
3421	2
10490	0
4094	0
9958	0
2534	3
4188	3
6613	0
10827	3
5491	0
8402	2
8783	0
10010	3
618	2
9121	2
361	0
4310	2
2678	3
6376	0
524	3
10341	0
5654	3
4098	3
5824	3
7000	1
2561	2
5229	0
4086	3
2428	3
8254	3
2836	0
8418	3
1362	3
7152	3
10033	3
9349	2
274	3
3388	2
922	3
8588	0
2518	3
574	0
3220	3
5967	3
1183	3
6856	3
4530	1
1553	2
4682	0
8204	2
5221	0
1232	2
1927	2
5788	0
6652	2
6246	1
5975	0
6875	3
4399	2
4042	0
2157	3
10133	1
2525	3
8233	2
9483	0
2945	0
10403	3
5074	3
10524	0
4690	0
7521	2
7196	3
4406	2
9672	3
4864	3
4706	3
4070	2
25	0
3697	3
217	1
4220	0
5286	0
9559	0
2849	0
7787	0
3102	3
5868	3
8370	2
9988	2
2939	2
5529	0
9743	2
5763	0
3478	0
7494	0
1763	2
7250	0
2005	3
10770	2
6885	3
2072	0
9463	2
6318	2
4093	0
5751	3
3340	0
3594	0
3584	2
3643	2
851	0
7706	0
3967	2
10128	0
486	2
9	0
9451	2
9264	2
3865	3
2853	0
1490	0
6310	3
10380	3
3887	3
4278	1
8643	2
1998	3
10795	3
11110	3
2408	0
202	1
7998	3
830	1
3536	3
6050	0
125	0
3463	2
2804	0
3745	3
9771	3
451	3
10530	1
1079	2
8920	0
6678	3
3852	2
528	2
73	0
5589	0
10212	0
6365	3
5636	3
591	2
2217	3
2544	0
7725	2
8091	0
7321	2
5462	2
7791	3
955	0
4037	3
6642	3
2793	2
5424	3
879	0
9530	3
4828	2
10699	0
1497	0
7476	2
4390	2
10478	0
1081	2
4261	1
9916	3
5350	1
8135	3
8685	0
4967	3
2130	0
9298	2
8175	3
6257	0
3790	3
9952	2
3503	1
5223	0
4608	1
1626	3
4764	3
2471	2
5892	3
2612	2
4971	3
5185	2
10069	3
2262	0
1131	0
1041	0
24	3
3409	3
7022	2
7943	3
5272	0
5453	2
2565	1
800	0
11092	3
5062	0
8969	2
4656	0
4480	0
9971	0
6729	1
1773	3
9242	1
1764	3
6215	3
10099	0
5423	3
940	0
3011	2
3298	0
8286	0
9668	3
5120	2
6097	0
7019	0
7408	0
8041	0
252	0
9986	3
3276	3
3859	2
3570	0
3783	0
10207	3
10906	0
3427	0
5209	0
10711	2
10785	0
2814	3
6866	3
1665	0
6575	0
3829	3
3091	2
10141	0
5177	0
7005	1
6409	2
7485	0
8079	3
8395	1
10352	3
4931	1
13	3
1834	3
2285	3
2295	0
1378	0
2781	1
1165	0
1404	3
6457	2
2639	0
8299	0
6437	0
6912	0
7327	3
5299	2
4127	2
8143	0
1964	2
3690	2
3433	2
3389	2
4712	3
1170	3
6347	3
4065	0
8230	3
1215	2
5939	3
2156	3
7788	3
10323	0
7947	0
1891	1
2570	0
9256	0
295	1
7397	0
6349	1
10790	3
10398	3
2431	3
550	2
1890	0
10742	2
10356	0
4676	2
8852	0
3565	3
5294	3
1958	0
7349	3
8799	3
1351	0
1045	0
7732	0
8070	0
477	2
7832	2
2202	0
7396	2
4055	3
10340	3
10091	0
7629	3
10640	0
3498	0
6742	3
1172	2
569	1
4686	1
1381	3
2634	3
10905	0
1744	3
1000	2
3828	2
8605	0
10304	3
4351	3
10129	2
2499	2
10092	2
7500	2
5796	2
10556	0
1064	0
48	0
7610	3
263	0
10814	2
9710	0
9292	2
10250	3
7881	2
5847	2
737	2
3571	0
7807	0
3878	3
5092	0
2154	3
5394	3
3798	3
3524	0
5247	3
5883	2
2118	0
8812	3
6616	0
2797	2
4328	3
9167	2
10560	3
2631	2
8312	3
5534	0
5093	3
7592	0
8895	1
8584	2
2694	0
8910	0
7433	3
164	3
10477	3
2681	2
5150	3
5283	0
9645	2
10678	2
7261	3
9648	0
2870	0
8008	3
1513	0
6173	2
1419	3
9150	0
7960	2
1250	3
9905	3
10691	3
7002	2
2952	3
8439	0
762	2
2831	2
6977	2
6289	0
4168	3
8397	0
9284	0
6237	3
3130	3
1619	2
1990	1
5513	3
269	0
8093	2
10513	2
10177	2
2549	3
5782	0
10057	1
10307	0
8566	3
2415	0
5684	0
8334	3
9166	0
1440	0
78	3
5441	0
5302	2
4687	2
1087	3
6859	3
9860	0
7129	0
5866	0
10521	0
7393	3
7849	2
332	0
9847	0
531	0
9576	3
6906	1
7419	3
3170	2
8527	0
7872	2
9931	3
10595	3
4609	0
5010	3
4427	1
11148	3
1168	2
9595	2
10163	1
2886	2
6710	0
5316	3
9029	2
521	0
1459	2
10241	3
1630	2
3254	2
9064	2
3678	0
4227	3
9467	3
8486	3
2186	2
3286	3
8602	2
3722	0
6715	0
4796	0
9612	3
3766	3
1399	2
1570	2
3426	2
3074	2
8341	3
5180	0
6461	2
7679	3
10702	0
7505	0
5113	1
10858	2
2961	0
2747	2
3010	2
5790	3
6892	2
1743	1
3578	0
8462	3
5558	1
4619	1
8780	0
10789	0
10779	3
5896	2
2337	3
10951	0
544	2
17	0
10680	3
3265	3
5623	3
5832	2
5544	2
6417	2
5831	2
7101	0
10176	0
2326	3
4385	3
2929	3
10686	3
2546	3
3283	2
3138	1
4994	1
7966	2
3112	3
10872	0
2181	2
1867	1
1518	0
5734	0
2878	2
1458	3
7007	3
6200	2
1403	3
4827	0
6250	0
9291	3
2478	3
1139	2
5138	3
5393	3
10413	2
5015	3
10868	1
10676	2
2495	2
7842	3
9955	3
6663	2
2162	0
3434	1
7919	2
5626	1
6428	1
8514	3
10448	0
2109	1
7530	0
8925	2
3009	1
6355	0
3517	3
1158	0
6203	2
7165	0
3595	2
8537	1
4331	2
6281	0
4338	0
2452	3
9507	3
8360	0
10311	3
5117	3
4867	3
9289	3
10913	3
3032	3
8524	3
3334	2
4470	0
1406	0
8619	3
10821	0
4552	0
898	3
9797	0
10949	1
8212	3
6248	1
10164	2
4547	3
6815	2
4122	2
10841	0
5370	3
176	2
4860	3
10757	3
4023	3
6679	3
9923	0
7181	3
3599	0
405	0
6870	2
832	0
2002	1
3657	0
500	2
1951	3
3262	1
4102	3
7042	3
10598	3
255	3
2375	3
9829	3
6214	0
4954	0
7861	2
4837	2
9423	3
4198	3
153	3
9323	0
10001	3
3945	2
3799	2
8625	3
3491	0
983	3
9119	0
4786	2
5872	0
6568	3
5628	2
5631	2
4974	2
8416	3
5454	0
4095	3
5474	0
4268	0
10701	2
3507	2
2079	2
626	3
4426	0
2591	2
10509	3
6382	0
6673	3
7441	2
1071	2
10061	0
7187	0
8775	3
1612	0
2345	2
322	0
10897	2
123	2
6103	0
7899	2
10500	3
1655	3
2406	0
2712	2
5517	3
10643	0
2254	2
10281	2
6958	3
954	3
5079	0
10339	0
4643	3
3117	0
6497	0
5396	2
5250	2
1052	0
2802	2
6343	2
6507	3
7901	3
4865	0
2686	3
3107	2
7734	1
1146	0
11031	0
7428	2
975	0
1103	2
3422	2
1055	0
6544	2
1241	3
2909	2
5802	3
1407	3
6183	0
340	2
5991	0
3104	1
9729	0
1008	0
11091	3
3969	0
1916	0
9907	0
87	3
8659	2
6262	1
6147	3
8832	3
10067	3
7532	0
4915	0
2115	0
2088	2
2493	0
6292	2
1631	2
10104	3
3006	3
3919	1
11181	1
642	3
4369	1
10127	0
271	3
4973	3
2948	2
2715	3
10432	3
9216	3
7124	3
9727	3
5136	2
9790	1
1818	3
1100	3
7873	0
10609	0
6950	0
7233	2
9481	3
7699	3
2711	3
8933	3
8726	0
1515	3
5186	0
10157	0
5667	0
902	0
977	0
7313	1
7600	3
9706	3
2429	2
3520	1
10394	2
4548	0
9362	2
3968	1
4084	0
6721	2
2829	0
1772	2
1544	1
492	0
4377	0
4541	3
1321	3
8858	0
3266	0
11187	3
8207	0
9723	2
2666	2
5721	2
10652	2
1646	3
4418	1
2656	3
7990	3
8722	2
7118	2
2980	3
1839	0
10722	0
2632	0
9014	3
7620	3
10968	0
11133	0
2736	2
1876	3
5959	3
1092	0
4333	3
3850	3
6168	0
607	0
10469	2
6983	3
3661	1
9303	3
692	3
736	3
9589	1
4838	3
9246	3
6261	0
7366	1
10659	3
1448	3
4286	0
4749	0
4478	0
4201	0
8720	0
10084	3
7004	3
9817	0
8080	3
9432	2
8372	3
10870	0
4001	0
7270	2
8235	2
9405	0
